Cards Suited Num pla. Prob
3 11 1 2 0.48795
3 11 0 3 0.267
3 11 1 3 0.31425
3 11 0 4 0.19225
3 11 1 4 0.23885
3 11 0 5 0.1432
3 11 1 5 0.186
3 11 0 6 0.1215
3 11 1 6 0.1619
3 11 0 7 0.10255
3 11 1 7 0.1473
3 11 0 8 0.08075
3 11 1 8 0.13135
3 11 0 9 0.07475
3 11 1 9 0.1119
3 11 0 10 0.0603
3 11 1 10 0.1008
3 12 0 2 0.4794
3 12 1 2 0.5171
3 12 0 3 0.3014
3 12 1 3 0.33275
3 12 0 4 0.20355
3 12 1 4 0.2543
3 12 0 5 0.16115
3 12 1 5 0.20025
3 12 0 6 0.13075
3 12 1 6 0.17285
3 12 0 7 0.10735
3 12 1 7 0.1515
3 12 0 8 0.08955
3 12 1 8 0.13555
3 12 0 9 0.0853
3 12 1 9 0.1314
3 12 0 10 0.0727
3 12 1 10 0.11885
3 13 0 2 0.51335
3 13 1 2 0.55095
3 13 0 3 0.32385
3 13 1 3 0.3682
3 13 0 4 0.2281
3 13 1 4 0.2752
3 13 0 5 0.1707
3 13 1 5 0.2202
3 13 0 6 0.13425
3 13 1 6 0.18525
3 13 0 7 0.12205
3 13 1 7 0.17
3 13 0 8 0.101
3 13 1 8 0.1425
3 13 0 9 0.0959
3 13 1 9 0.13645
3 13 0 10 0.0796
3 13 1 10 0.12485
3 14 0 2 0.55335
3 14 1 2 0.5798
3 14 0 3 0.3661
3 14 1 3 0.39915
3 14 0 4 0.2691
3 14 1 4 0.3167
3 14 0 5 0.2043
3 14 1 5 0.2462
3 14 0 6 0.15895
3 14 1 6 0.2068
3 14 0 7 0.1396
3 14 1 7 0.1914
3 14 0 8 0.125
3 14 1 8 0.1755
3 14 0 9 0.11545
3 14 1 9 0.15705
3 14 0 10 0.10045
3 14 1 10 0.14685
4 4 0 2 0.56405
4 4 0 3 0.365
4 4 0 4 0.2722
4 4 0 5 0.2141
4 4 0 6 0.1707
4 4 0 7 0.1431
4 4 0 8 0.1324
4 4 0 9 0.13265
4 4 0 10 0.12325
4 5 0 2 0.36685
4 5 1 2 0.40495
4 5 0 3 0.25735
4 5 1 3 0.3022
4 5 0 4 0.20185
4 5 1 4 0.2344
4 5 0 5 0.15975
4 5 1 5 0.1941
4 5 0 6 0.1264
4 5 1 6 0.16785
4 5 0 7 0.1034
4 5 1 7 0.14285
4 5 0 8 0.0934
4 5 1 8 0.1334
4 5 0 9 0.0922
4 5 1 9 0.1218
4 5 0 10 0.0842
4 5 1 10 0.11975
4 6 0 2 0.3625
4 6 1 2 0.39755
4 6 0 3 0.2472
4 6 1 3 0.2901
4 6 0 4 0.1889
4 6 1 4 0.2292
4 6 0 5 0.15125
4 6 1 5 0.1865
4 6 0 6 0.12405
4 6 1 6 0.1607
4 6 0 7 0.10045
4 6 1 7 0.1376
4 6 0 8 0.08915
4 6 1 8 0.13145
4 6 0 9 0.0854
4 6 1 9 0.1189
4 6 0 10 0.0761
4 6 1 10 0.11535
4 7 0 2 0.3678
4 7 1 2 0.40615
4 7 0 3 0.2433
4 7 1 3 0.2779
4 7 0 4 0.1816
4 7 1 4 0.223
4 7 0 5 0.1427
4 7 1 5 0.18665
4 7 0 6 0.11365
4 7 1 6 0.16765
4 7 0 7 0.10115
4 7 1 7 0.13645
4 7 0 8 0.08285
4 7 1 8 0.1225
4 7 0 9 0.082
4 7 1 9 0.1126
4 7 0 10 0.0706
4 7 1 10 0.10765
4 8 0 2 0.3853
4 8 1 2 0.4246
4 8 0 3 0.2376
4 8 1 3 0.28895
4 8 0 4 0.17735
4 8 1 4 0.2249
4 8 0 5 0.1395
4 8 1 5 0.1876
4 8 0 6 0.1148
4 8 1 6 0.1514
4 8 0 7 0.0868
4 8 1 7 0.13325
4 8 0 8 0.074
4 8 1 8 0.10995
4 8 0 9 0.0648
4 8 1 9 0.1076
4 8 0 10 0.06375
4 8 1 10 0.09615
4 9 0 2 0.40555
4 9 1 2 0.43375
4 9 0 3 0.24105
4 9 1 3 0.28425
4 9 0 4 0.1735
4 9 1 4 0.2157
4 9 0 5 0.1389
4 9 1 5 0.18445
4 9 0 6 0.1063
4 9 1 6 0.1491
4 9 0 7 0.08905
4 9 1 7 0.1244
4 9 0 8 0.0752
4 9 1 8 0.1223
4 9 0 9 0.066
4 9 1 9 0.1039
4 9 0 10 0.0593
4 9 1 10 0.09595
4 10 0 2 0.43155
4 10 1 2 0.4674
4 10 0 3 0.2629
4 10 1 3 0.3006
4 10 0 4 0.18855
4 10 1 4 0.2284
4 10 0 5 0.1459
4 10 1 5 0.18795
4 10 0 6 0.11555
4 10 1 6 0.1629
4 10 0 7 0.09945
4 10 1 7 0.13615
4 10 0 8 0.08685
4 10 1 8 0.12015
4 10 0 9 0.07185
4 10 1 9 0.11355
4 10 0 10 0.0614
4 10 1 10 0.10225
4 11 0 2 0.46155
4 11 1 2 0.49025
4 11 0 3 0.28735
4 11 1 3 0.32365
4 11 0 4 0.1994
4 11 1 4 0.23505
4 11 0 5 0.15265
4 11 1 5 0.1994
4 11 0 6 0.1248
4 11 1 6 0.1734
4 11 0 7 0.1046
4 11 1 7 0.147
4 11 0 8 0.0918
4 11 1 8 0.1299
4 11 0 9 0.07715
4 11 1 9 0.1227
4 11 0 10 0.07045
4 11 1 10 0.10735
4 12 0 2 0.4883
4 12 1 2 0.5148
4 12 0 3 0.3052
4 12 1 3 0.3482
4 12 0 4 0.21805
4 12 1 4 0.2623
4 12 0 5 0.1583
4 12 1 5 0.21045
4 12 0 6 0.1345
4 12 1 6 0.1806
4 12 0 7 0.10905
4 12 1 7 0.1598
4 12 0 8 0.09865
4 12 1 8 0.1447
4 12 0 9 0.0864
4 12 1 9 0.1304
4 12 0 10 0.07485
4 12 1 10 0.11785
4 13 0 2 0.5275
4 13 1 2 0.5502
4 13 0 3 0.3243
4 13 1 3 0.3732
4 13 0 4 0.23595
4 13 1 4 0.2835
4 13 0 5 0.18105
4 13 1 5 0.22405
4 13 0 6 0.14325
4 13 1 6 0.1872
4 13 0 7 0.1235
4 13 1 7 0.1673
4 13 0 8 0.10645
4 13 1 8 0.15355
4 13 0 9 0.0973
4 13 1 9 0.1388
4 13 0 10 0.0808
4 13 1 10 0.1278
4 14 0 2 0.56095
4 14 1 2 0.58825
4 14 0 3 0.37155
4 14 1 3 0.41285
4 14 0 4 0.2761
4 14 1 4 0.31805
4 14 0 5 0.21385
4 14 1 5 0.25725
4 14 0 6 0.1684
4 14 1 6 0.2169
4 14 0 7 0.14215
4 14 1 7 0.18755
4 14 0 8 0.12315
4 14 1 8 0.18
4 14 0 9 0.11785
4 14 1 9 0.16285
4 14 0 10 0.10775
4 14 1 10 0.1479
5 5 0 2 0.58925
5 5 0 3 0.4002
5 5 0 4 0.2964
5 5 0 5 0.2387
5 5 0 6 0.18515
5 5 0 7 0.15185
5 5 0 8 0.14385
5 5 0 9 0.13135
5 5 0 10 0.1283
5 6 0 2 0.37635
5 6 1 2 0.42565
5 6 0 3 0.26535
5 6 1 3 0.3058
5 6 0 4 0.21145
5 6 1 4 0.25195
5 6 0 5 0.1696
5 6 1 5 0.21215
5 6 0 6 0.12975
5 6 1 6 0.17245
5 6 0 7 0.11155
5 6 1 7 0.15395
5 6 0 8 0.09515
5 6 1 8 0.1426
5 6 0 9 0.09635
5 6 1 9 0.1221
5 6 0 10 0.0906
5 6 1 10 0.1234
5 7 0 2 0.3866
5 7 1 2 0.4312
5 7 0 3 0.2693
5 7 1 3 0.2991
5 7 0 4 0.19655
5 7 1 4 0.2384
5 7 0 5 0.1629
5 7 1 5 0.1997
5 7 0 6 0.13215
5 7 1 6 0.1754
5 7 0 7 0.1113
5 7 1 7 0.1478
5 7 0 8 0.0914
5 7 1 8 0.13145
5 7 0 9 0.09115
5 7 1 9 0.1184
5 7 0 10 0.0793
5 7 1 10 0.1147
5 8 0 2 0.4003
5 8 1 2 0.43065
5 8 0 3 0.25845
5 8 1 3 0.3102
5 8 0 4 0.1947
5 8 1 4 0.2314
5 8 0 5 0.15325
5 8 1 5 0.2036
5 8 0 6 0.1287
5 8 1 6 0.16475
5 8 0 7 0.10725
5 8 1 7 0.1463
5 8 0 8 0.0905
5 8 1 8 0.123
5 8 0 9 0.081
5 8 1 9 0.11485
5 8 0 10 0.0758
5 8 1 10 0.11125
5 9 0 2 0.4186
5 9 1 2 0.452
5 9 0 3 0.25485
5 9 1 3 0.30285
5 9 0 4 0.18935
5 9 1 4 0.2379
5 9 0 5 0.15105
5 9 1 5 0.1958
5 9 0 6 0.12375
5 9 1 6 0.16685
5 9 0 7 0.098
5 9 1 7 0.1406
5 9 0 8 0.0881
5 9 1 8 0.1254
5 9 0 9 0.0698
5 9 1 9 0.11185
5 9 0 10 0.064
5 9 1 10 0.1035
5 10 0 2 0.43625
5 10 1 2 0.4616
5 10 0 3 0.2724
5 10 1 3 0.30045
5 10 0 4 0.19835
5 10 1 4 0.231
5 10 0 5 0.15105
5 10 1 5 0.2014
5 10 0 6 0.12335
5 10 1 6 0.1731
5 10 0 7 0.1
5 10 1 7 0.14415
5 10 0 8 0.08115
5 10 1 8 0.12385
5 10 0 9 0.07025
5 10 1 9 0.11475
5 10 0 10 0.06765
5 10 1 10 0.10665
5 11 0 2 0.47305
5 11 1 2 0.49435
5 11 0 3 0.28955
5 11 1 3 0.328
5 11 0 4 0.20875
5 11 1 4 0.24185
5 11 0 5 0.1574
5 11 1 5 0.20665
5 11 0 6 0.1325
5 11 1 6 0.1751
5 11 0 7 0.10315
5 11 1 7 0.1473
5 11 0 8 0.08995
5 11 1 8 0.1337
5 11 0 9 0.08545
5 11 1 9 0.1248
5 11 0 10 0.06595
5 11 1 10 0.10855
5 12 0 2 0.50185
5 12 1 2 0.52495
5 12 0 3 0.3184
5 12 1 3 0.35325
5 12 0 4 0.22515
5 12 1 4 0.26165
5 12 0 5 0.1806
5 12 1 5 0.20905
5 12 0 6 0.1416
5 12 1 6 0.1708
5 12 0 7 0.10975
5 12 1 7 0.1565
5 12 0 8 0.09475
5 12 1 8 0.14515
5 12 0 9 0.0864
5 12 1 9 0.12905
5 12 0 10 0.07555
5 12 1 10 0.1165
5 13 0 2 0.53505
5 13 1 2 0.55905
5 13 0 3 0.3442
5 13 1 3 0.38155
5 13 0 4 0.2476
5 13 1 4 0.28635
5 13 0 5 0.1868
5 13 1 5 0.23055
5 13 0 6 0.1472
5 13 1 6 0.20625
5 13 0 7 0.12515
5 13 1 7 0.17645
5 13 0 8 0.1115
5 13 1 8 0.15565
5 13 0 9 0.09415
5 13 1 9 0.13785
5 13 0 10 0.08565
5 13 1 10 0.13245
5 14 0 2 0.57595
5 14 1 2 0.60075
5 14 0 3 0.39075
5 14 1 3 0.42215
5 14 0 4 0.27925
5 14 1 4 0.32715
5 14 0 5 0.21925
5 14 1 5 0.25735
5 14 0 6 0.17615
5 14 1 6 0.22435
5 14 0 7 0.1436
5 14 1 7 0.1909
5 14 0 8 0.1377
5 14 1 8 0.1769
5 14 0 9 0.1184
5 14 1 9 0.1632
5 14 0 10 0.10535
5 14 1 10 0.14835
6 6 0 2 0.63035
6 6 0 3 0.4232
6 6 0 4 0.3157
6 6 0 5 0.25065
6 6 0 6 0.2051
6 6 0 7 0.1721
6 6 0 8 0.15255
6 6 0 9 0.12795
6 6 0 10 0.1345
6 7 0 2 0.41015
6 7 1 2 0.4477
6 7 0 3 0.2673
6 7 1 3 0.3088
6 7 0 4 0.212
6 7 1 4 0.25565
6 7 0 5 0.1758
6 7 1 5 0.2071
6 7 0 6 0.15095
6 7 1 6 0.18545
6 7 0 7 0.11885
6 7 1 7 0.15925
6 7 0 8 0.1082
6 7 1 8 0.1433
6 7 0 9 0.09255
6 7 1 9 0.1278
6 7 0 10 0.0939
6 7 1 10 0.12405
6 8 0 2 0.4173
6 8 1 2 0.45045
6 8 0 3 0.2714
6 8 1 3 0.3176
6 8 0 4 0.22125
6 8 1 4 0.2486
6 8 0 5 0.1781
6 8 1 5 0.21505
6 8 0 6 0.14195
6 8 1 6 0.1924
6 8 0 7 0.1136
6 8 1 7 0.1655
6 8 0 8 0.09985
6 8 1 8 0.13495
6 8 0 9 0.0882
6 8 1 9 0.13045
6 8 0 10 0.08665
6 8 1 10 0.1256
6 9 0 2 0.4392
6 9 1 2 0.46845
6 9 0 3 0.27325
6 9 1 3 0.30995
6 9 0 4 0.209
6 9 1 4 0.24815
6 9 0 5 0.172
6 9 1 5 0.21945
6 9 0 6 0.14445
6 9 1 6 0.1818
6 9 0 7 0.11465
6 9 1 7 0.15205
6 9 0 8 0.09125
6 9 1 8 0.14035
6 9 0 9 0.0801
6 9 1 9 0.1195
6 9 0 10 0.0766
6 9 1 10 0.1107
6 10 0 2 0.4578
6 10 1 2 0.4896
6 10 0 3 0.28725
6 10 1 3 0.3168
6 10 0 4 0.20655
6 10 1 4 0.2482
6 10 0 5 0.1693
6 10 1 5 0.2134
6 10 0 6 0.1372
6 10 1 6 0.17995
6 10 0 7 0.11735
6 10 1 7 0.15925
6 10 0 8 0.0969
6 10 1 8 0.1414
6 10 0 9 0.0833
6 10 1 9 0.1253
6 10 0 10 0.07155
6 10 1 10 0.1143
6 11 0 2 0.4755
6 11 1 2 0.5076
6 11 0 3 0.29235
6 11 1 3 0.32675
6 11 0 4 0.2118
6 11 1 4 0.2491
6 11 0 5 0.1642
6 11 1 5 0.2095
6 11 0 6 0.14435
6 11 1 6 0.1752
6 11 0 7 0.11375
6 11 1 7 0.15275
6 11 0 8 0.09465
6 11 1 8 0.1376
6 11 0 9 0.08075
6 11 1 9 0.11875
6 11 0 10 0.06985
6 11 1 10 0.1121
6 12 0 2 0.5052
6 12 1 2 0.53705
6 12 0 3 0.32515
6 12 1 3 0.3642
6 12 0 4 0.2297
6 12 1 4 0.27985
6 12 0 5 0.1721
6 12 1 5 0.2226
6 12 0 6 0.14215
6 12 1 6 0.19315
6 12 0 7 0.1182
6 12 1 7 0.17085
6 12 0 8 0.10185
6 12 1 8 0.1468
6 12 0 9 0.0902
6 12 1 9 0.13395
6 12 0 10 0.0778
6 12 1 10 0.1213
6 13 0 2 0.5421
6 13 1 2 0.56505
6 13 0 3 0.3512
6 13 1 3 0.38915
6 13 0 4 0.25425
6 13 1 4 0.2875
6 13 0 5 0.19455
6 13 1 5 0.2351
6 13 0 6 0.1578
6 13 1 6 0.20145
6 13 0 7 0.1379
6 13 1 7 0.1759
6 13 0 8 0.11885
6 13 1 8 0.15165
6 13 0 9 0.09875
6 13 1 9 0.1444
6 13 0 10 0.0849
6 13 1 10 0.13825
6 14 0 2 0.56725
6 14 1 2 0.5951
6 14 0 3 0.3662
6 14 1 3 0.4027
6 14 0 4 0.2791
6 14 1 4 0.3195
6 14 0 5 0.20835
6 14 1 5 0.25325
6 14 0 6 0.17795
6 14 1 6 0.2169
6 14 0 7 0.1445
6 14 1 7 0.19115
6 14 0 8 0.1299
6 14 1 8 0.17675
6 14 0 9 0.11065
6 14 1 9 0.15165
6 14 0 10 0.0988
6 14 1 10 0.14795
7 7 0 2 0.64735
7 7 0 3 0.4515
7 7 0 4 0.34645
7 7 0 5 0.27445
7 7 0 6 0.2256
7 7 0 7 0.1972
7 7 0 8 0.1559
7 7 0 9 0.1475
7 7 0 10 0.1341
7 8 0 2 0.43665
7 8 1 2 0.4654
7 8 0 3 0.29125
7 8 1 3 0.33015
7 8 0 4 0.224
7 8 1 4 0.26345
7 8 0 5 0.1866
7 8 1 5 0.23245
7 8 0 6 0.15375
7 8 1 6 0.20255
7 8 0 7 0.1315
7 8 1 7 0.1709
7 8 0 8 0.117
7 8 1 8 0.1434
7 8 0 9 0.1022
7 8 1 9 0.13435
7 8 0 10 0.092
7 8 1 10 0.12845
7 9 0 2 0.45485
7 9 1 2 0.47915
7 9 0 3 0.2946
7 9 1 3 0.33745
7 9 0 4 0.2265
7 9 1 4 0.2652
7 9 0 5 0.18955
7 9 1 5 0.2318
7 9 0 6 0.15735
7 9 1 6 0.1963
7 9 0 7 0.1304
7 9 1 7 0.1774
7 9 0 8 0.10705
7 9 1 8 0.1458
7 9 0 9 0.09235
7 9 1 9 0.12695
7 9 0 10 0.0917
7 9 1 10 0.1295
7 10 0 2 0.46535
7 10 1 2 0.5136
7 10 0 3 0.2962
7 10 1 3 0.33485
7 10 0 4 0.22645
7 10 1 4 0.272
7 10 0 5 0.19385
7 10 1 5 0.2207
7 10 0 6 0.1516
7 10 1 6 0.20405
7 10 0 7 0.1281
7 10 1 7 0.1747
7 10 0 8 0.1109
7 10 1 8 0.1431
7 10 0 9 0.09275
7 10 1 9 0.13845
7 10 0 10 0.0854
7 10 1 10 0.125
7 11 0 2 0.4934
7 11 1 2 0.5229
7 11 0 3 0.32345
7 11 1 3 0.35735
7 11 0 4 0.23505
7 11 1 4 0.26675
7 11 0 5 0.1895
7 11 1 5 0.21845
7 11 0 6 0.15605
7 11 1 6 0.19345
7 11 0 7 0.12975
7 11 1 7 0.16785
7 11 0 8 0.1099
7 11 1 8 0.1458
7 11 0 9 0.08825
7 11 1 9 0.13325
7 11 0 10 0.08365
7 11 1 10 0.11635
7 12 0 2 0.51455
7 12 1 2 0.53955
7 12 0 3 0.3273
7 12 1 3 0.36635
7 12 0 4 0.23635
7 12 1 4 0.2748
7 12 0 5 0.18385
7 12 1 5 0.22255
7 12 0 6 0.1459
7 12 1 6 0.191
7 12 0 7 0.1319
7 12 1 7 0.1793
7 12 0 8 0.10575
7 12 1 8 0.1462
7 12 0 9 0.09045
7 12 1 9 0.1346
7 12 0 10 0.0789
7 12 1 10 0.11995
7 13 0 2 0.54515
7 13 1 2 0.5699
7 13 0 3 0.3552
7 13 1 3 0.3888
7 13 0 4 0.2604
7 13 1 4 0.30495
7 13 0 5 0.2016
7 13 1 5 0.23645
7 13 0 6 0.1681
7 13 1 6 0.2112
7 13 0 7 0.1417
7 13 1 7 0.18205
7 13 0 8 0.1161
7 13 1 8 0.15535
7 13 0 9 0.09875
7 13 1 9 0.1569
7 13 0 10 0.0925
7 13 1 10 0.13445
7 14 0 2 0.59185
7 14 1 2 0.60055
7 14 0 3 0.3995
7 14 1 3 0.4279
7 14 0 4 0.288
7 14 1 4 0.3343
7 14 0 5 0.2255
7 14 1 5 0.25915
7 14 0 6 0.17745
7 14 1 6 0.213
7 14 0 7 0.1568
7 14 1 7 0.1948
7 14 0 8 0.1308
7 14 1 8 0.179
