Cards Suited Num pla. Prob
7 14 0 9 0.11385
7 14 1 9 0.1537
7 14 0 10 0.1035
7 14 1 10 0.15245
8 8 0 2 0.6756
8 8 0 3 0.4875
8 8 0 4 0.3635
8 8 0 5 0.3023
8 8 0 6 0.2445
8 8 0 7 0.20895
8 8 0 8 0.1752
8 8 0 9 0.14785
8 8 0 10 0.1408
8 9 0 2 0.48195
8 9 1 2 0.50065
8 9 0 3 0.3233
8 9 1 3 0.3484
8 9 0 4 0.24385
8 9 1 4 0.2747
8 9 0 5 0.20835
8 9 1 5 0.2491
8 9 0 6 0.16995
8 9 1 6 0.2121
8 9 0 7 0.1471
8 9 1 7 0.1844
8 9 0 8 0.12565
8 9 1 8 0.16065
8 9 0 9 0.1002
8 9 1 9 0.13855
8 9 0 10 0.0996
8 9 1 10 0.1311
8 10 0 2 0.4867
8 10 1 2 0.518
8 10 0 3 0.319
8 10 1 3 0.3653
8 10 0 4 0.24605
8 10 1 4 0.2848
8 10 0 5 0.2047
8 10 1 5 0.2573
8 10 0 6 0.1731
8 10 1 6 0.21145
8 10 0 7 0.1504
8 10 1 7 0.191
8 10 0 8 0.1267
8 10 1 8 0.1653
8 10 0 9 0.10435
8 10 1 9 0.14845
8 10 0 10 0.0929
8 10 1 10 0.129
8 11 0 2 0.50745
8 11 1 2 0.53945
8 11 0 3 0.3398
8 11 1 3 0.3746
8 11 0 4 0.2468
8 11 1 4 0.29095
8 11 0 5 0.2055
8 11 1 5 0.24275
8 11 0 6 0.17035
8 11 1 6 0.2122
8 11 0 7 0.1444
8 11 1 7 0.1909
8 11 0 8 0.12425
8 11 1 8 0.16685
8 11 0 9 0.10885
8 11 1 9 0.14
8 11 0 10 0.0925
8 11 1 10 0.13205
8 12 0 2 0.5359
8 12 1 2 0.5625
8 12 0 3 0.3517
8 12 1 3 0.38425
8 12 0 4 0.2493
8 12 1 4 0.29475
8 12 0 5 0.19985
8 12 1 5 0.24395
8 12 0 6 0.1635
8 12 1 6 0.213
8 12 0 7 0.1445
8 12 1 7 0.19065
8 12 0 8 0.12425
8 12 1 8 0.17175
8 12 0 9 0.10285
8 12 1 9 0.14785
8 12 0 10 0.09055
8 12 1 10 0.13135
8 13 0 2 0.5603
8 13 1 2 0.57015
8 13 0 3 0.3709
8 13 1 3 0.39675
8 13 0 4 0.27505
8 13 1 4 0.3157
8 13 0 5 0.206
8 13 1 5 0.24805
8 13 0 6 0.17205
8 13 1 6 0.2164
8 13 0 7 0.14645
8 13 1 7 0.19655
8 13 0 8 0.12645
8 13 1 8 0.17025
8 13 0 9 0.1075
8 13 1 9 0.1479
8 13 0 10 0.0971
8 13 1 10 0.13605
8 14 0 2 0.5882
8 14 1 2 0.6149
8 14 0 3 0.4113
8 14 1 3 0.43655
8 14 0 4 0.29935
8 14 1 4 0.3375
8 14 0 5 0.2306
8 14 1 5 0.27125
8 14 0 6 0.1877
8 14 1 6 0.23375
8 14 0 7 0.16535
8 14 1 7 0.2077
8 14 0 8 0.14435
8 14 1 8 0.1839
8 14 0 9 0.11925
8 14 1 9 0.1705
8 14 0 10 0.10935
8 14 1 10 0.14725
9 9 0 2 0.719
9 9 0 3 0.5299
9 9 0 4 0.40235
9 9 0 5 0.32725
9 9 0 6 0.27135
9 9 0 7 0.2222
9 9 0 8 0.2005
9 9 0 9 0.15965
9 9 0 10 0.14775
9 10 0 2 0.513
9 10 1 2 0.54675
9 10 0 3 0.35215
9 10 1 3 0.38895
9 10 0 4 0.2664
9 10 1 4 0.3083
9 10 0 5 0.2266
9 10 1 5 0.26175
9 10 0 6 0.19315
9 10 1 6 0.23545
9 10 0 7 0.16075
9 10 1 7 0.2044
9 10 0 8 0.1404
9 10 1 8 0.1779
9 10 0 9 0.12165
9 10 1 9 0.1592
9 10 0 10 0.10415
9 10 1 10 0.15175
9 11 0 2 0.5372
9 11 1 2 0.54915
9 11 0 3 0.35975
9 11 1 3 0.38975
9 11 0 4 0.2692
9 11 1 4 0.30235
9 11 0 5 0.22075
9 11 1 5 0.25745
9 11 0 6 0.18915
9 11 1 6 0.2361
9 11 0 7 0.16485
9 11 1 7 0.1988
9 11 0 8 0.14605
9 11 1 8 0.18405
9 11 0 9 0.118
9 11 1 9 0.16315
9 11 0 10 0.1015
9 11 1 10 0.1404
9 12 0 2 0.5576
9 12 1 2 0.5894
9 12 0 3 0.37385
9 12 1 3 0.40365
9 12 0 4 0.27555
9 12 1 4 0.31655
9 12 0 5 0.22585
9 12 1 5 0.26145
9 12 0 6 0.1928
9 12 1 6 0.2202
9 12 0 7 0.16705
9 12 1 7 0.20455
9 12 0 8 0.14155
9 12 1 8 0.18395
9 12 0 9 0.12135
9 12 1 9 0.158
9 12 0 10 0.11165
9 12 1 10 0.1459
9 13 0 2 0.5708
9 13 1 2 0.59655
9 13 0 3 0.3924
9 13 1 3 0.42525
9 13 0 4 0.2849
9 13 1 4 0.33615
9 13 0 5 0.2301
9 13 1 5 0.2679
9 13 0 6 0.1934
9 13 1 6 0.2355
9 13 0 7 0.17435
9 13 1 7 0.2108
9 13 0 8 0.14835
9 13 1 8 0.18675
9 13 0 9 0.1232
9 13 1 9 0.16555
9 13 0 10 0.1104
9 13 1 10 0.14705
9 14 0 2 0.61585
9 14 1 2 0.64085
9 14 0 3 0.4188
9 14 1 3 0.4525
9 14 0 4 0.3122
9 14 1 4 0.3425
9 14 0 5 0.24385
9 14 1 5 0.28625
9 14 0 6 0.1975
9 14 1 6 0.2378
9 14 0 7 0.1681
9 14 1 7 0.21895
9 14 0 8 0.15385
9 14 1 8 0.191
9 14 0 9 0.1305
9 14 1 9 0.1744
9 14 0 10 0.1116
9 14 1 10 0.1548
10 10 0 2 0.74585
10 10 0 3 0.56055
10 10 0 4 0.4389
10 10 0 5 0.35745
10 10 0 6 0.2943
10 10 0 7 0.2562
10 10 0 8 0.2122
10 10 0 9 0.19245
10 10 0 10 0.16725
10 11 0 2 0.55495
10 11 1 2 0.5867
10 11 0 3 0.38675
10 11 1 3 0.4162
10 11 0 4 0.2923
10 11 1 4 0.33115
10 11 0 5 0.24295
10 11 1 5 0.28485
10 11 0 6 0.2164
10 11 1 6 0.25605
10 11 0 7 0.19105
10 11 1 7 0.2219
10 11 0 8 0.1685
10 11 1 8 0.2012
10 11 0 9 0.13985
10 11 1 9 0.17665
10 11 0 10 0.12795
10 11 1 10 0.15865
10 12 0 2 0.5836
10 12 1 2 0.6033
10 12 0 3 0.4
10 12 1 3 0.4307
10 12 0 4 0.31545
10 12 1 4 0.34085
10 12 0 5 0.2475
10 12 1 5 0.28095
10 12 0 6 0.22485
10 12 1 6 0.26255
10 12 0 7 0.19265
10 12 1 7 0.22815
10 12 0 8 0.17145
10 12 1 8 0.20295
10 12 0 9 0.142
10 12 1 9 0.18845
10 12 0 10 0.126
10 12 1 10 0.1741
10 13 0 2 0.6053
10 13 1 2 0.6259
10 13 0 3 0.41665
10 13 1 3 0.448
10 13 0 4 0.3302
10 13 1 4 0.3446
10 13 0 5 0.2664
10 13 1 5 0.29245
10 13 0 6 0.22275
10 13 1 6 0.2516
10 13 0 7 0.19975
10 13 1 7 0.2377
10 13 0 8 0.17035
10 13 1 8 0.21255
10 13 0 9 0.1541
10 13 1 9 0.18725
10 13 0 10 0.1252
10 13 1 10 0.16725
10 14 0 2 0.63375
10 14 1 2 0.6496
10 14 0 3 0.4397
10 14 1 3 0.4772
10 14 0 4 0.33375
10 14 1 4 0.37115
10 14 0 5 0.2676
10 14 1 5 0.30515
10 14 0 6 0.2296
10 14 1 6 0.2609
10 14 0 7 0.2063
10 14 1 7 0.23945
10 14 0 8 0.1763
10 14 1 8 0.21765
10 14 0 9 0.1507
10 14 1 9 0.18765
10 14 0 10 0.1367
10 14 1 10 0.1709
11 11 0 2 0.77465
11 11 0 3 0.61835
11 11 0 4 0.48715
11 11 0 5 0.40845
11 11 0 6 0.3439
11 11 0 7 0.28215
11 11 0 8 0.25255
11 11 0 9 0.22065
11 11 0 10 0.18465
11 12 0 2 0.57885
11 12 1 2 0.6093
11 12 0 3 0.411
11 12 1 3 0.4551
11 12 0 4 0.31
11 12 1 4 0.35785
11 12 0 5 0.2626
11 12 1 5 0.2954
11 12 0 6 0.2272
11 12 1 6 0.2623
11 12 0 7 0.20495
11 12 1 7 0.2511
11 12 0 8 0.1814
11 12 1 8 0.21415
11 12 0 9 0.15725
11 12 1 9 0.1856
11 12 0 10 0.1333
11 12 1 10 0.1665
11 13 0 2 0.61235
11 13 1 2 0.63315
11 13 0 3 0.43345
11 13 1 3 0.46905
11 13 0 4 0.3315
11 13 1 4 0.3618
11 13 0 5 0.2651
11 13 1 5 0.30615
11 13 0 6 0.23625
11 13 1 6 0.27105
11 13 0 7 0.2113
11 13 1 7 0.24835
11 13 0 8 0.191
11 13 1 8 0.2145
11 13 0 9 0.1557
11 13 1 9 0.2016
11 13 0 10 0.14185
11 13 1 10 0.17765
11 14 0 2 0.6373
11 14 1 2 0.6609
11 14 0 3 0.45675
11 14 1 3 0.4796
11 14 0 4 0.3552
11 14 1 4 0.3848
11 14 0 5 0.27985
11 14 1 5 0.3184
11 14 0 6 0.24865
11 14 1 6 0.29
11 14 0 7 0.21215
11 14 1 7 0.24735
11 14 0 8 0.18785
11 14 1 8 0.226
11 14 0 9 0.17315
11 14 1 9 0.2075
11 14 0 10 0.1398
11 14 1 10 0.19185
12 12 0 2 0.8011
12 12 0 3 0.647
12 12 0 4 0.53735
12 12 0 5 0.444
12 12 0 6 0.3718
12 12 0 7 0.3289
12 12 0 8 0.2854
12 12 0 9 0.25225
12 12 0 10 0.21465
12 13 0 2 0.6165
12 13 1 2 0.6325
12 13 0 3 0.45465
12 13 1 3 0.4739
12 13 0 4 0.34055
12 13 1 4 0.3766
12 13 0 5 0.287
12 13 1 5 0.32035
12 13 0 6 0.2468
12 13 1 6 0.28335
12 13 0 7 0.22385
12 13 1 7 0.2567
12 13 0 8 0.198
12 13 1 8 0.2392
12 13 0 9 0.1731
12 13 1 9 0.20815
12 13 0 10 0.153
12 13 1 10 0.18895
12 14 0 2 0.6514
12 14 1 2 0.66745
12 14 0 3 0.47975
12 14 1 3 0.5081
12 14 0 4 0.36565
12 14 1 4 0.3944
12 14 0 5 0.2919
12 14 1 5 0.328
12 14 0 6 0.2549
12 14 1 6 0.2947
12 14 0 7 0.2309
12 14 1 7 0.2669
12 14 0 8 0.21185
12 14 1 8 0.2413
12 14 0 9 0.1799
12 14 1 9 0.2192
12 14 0 10 0.1588
12 14 1 10 0.18745
13 13 0 2 0.8248
13 13 0 3 0.68825
13 13 0 4 0.5894
13 13 0 5 0.49325
13 13 0 6 0.42715
13 13 0 7 0.38125
13 13 0 8 0.32885
13 13 0 9 0.30025
13 13 0 10 0.2633
13 14 0 2 0.65965
13 14 1 2 0.6762
13 14 0 3 0.48855
13 14 1 3 0.5092
13 14 0 4 0.3887
13 14 1 4 0.41645
13 14 0 5 0.3107
13 14 1 5 0.34605
13 14 0 6 0.27385
13 14 1 6 0.30275
13 14 0 7 0.24595
13 14 1 7 0.2856
13 14 0 8 0.2199
13 14 1 8 0.26065
13 14 0 9 0.2026
13 14 1 9 0.2423
13 14 0 10 0.16985
13 14 1 10 0.2086
14 14 0 2 0.85345
14 14 0 3 0.7323
14 14 0 4 0.6382
14 14 0 5 0.55195
14 14 0 6 0.4808
14 14 0 7 0.42685
14 14 0 8 0.38475
14 14 0 9 0.35515
14 14 0 10 0.32
